block_id,page,section,text,language,block_type,status,pair_id
p051_b0008,51,6.4.1,6.4.1 工作环境Work environment,mixed,heading,standalone,chunk_012_pair_007
p051_b0009,51,6.4.1,应将符合产品要求所需的工作环境的要求形成文件。将监视和控制工作环境的程序形,zh,paragraph,paired,chunk_012_pair_008
p051_b0010,51,6.4.1,成文件，应：,zh,paragraph,paired,chunk_012_pair_008
p051_b0011,51,6.4.1,The Group shall document the requirements for the work environment needed to achieve,en,paragraph,paired,chunk_012_pair_008
p051_b0012,51,6.4.1,conformity to product requirements. If the conditions for the work environment can have,en,paragraph,paired,chunk_012_pair_008
p051_b0013,51,6.4.1,"an adverse effect on product quality, the Group shall document the requirements for the",en,paragraph,paired,chunk_012_pair_008
p051_b0014,51,6.4.1,work environment and the procedures to monitor and control the work environment. The,en,paragraph,paired,chunk_012_pair_008
p051_b0015,51,6.4.1,Group shall: a) 建立对特定人员的健康、清洁和着装要求形成文件。此类人员与产品或工作环境的,mixed,paragraph,paired,chunk_012_pair_009
p051_b0016,51,6.4.1,接触可能影响医疗器械的安全或性能,zh,paragraph,paired,chunk_012_pair_009
p051_b0017,51,6.4.1,"Document requirements for health, cleanliness and clothing of personnel if contact between such personnel and the product or work environment could affect medical device safety or performance; b) 生产经理和品质经理负责确保其被要求在特殊环境下临时工作的下属均接受了适",mixed,paragraph,paired,chunk_012_pair_009
p051_b0018,51,6.4.1,当的培训或在受过训练的人员监督下工作。（见6.2.2b）,mixed,paragraph,paired,chunk_012_pair_010
p051_b0019,51,6.4.1,The Production Manager and the Quality Manager are responsible to ensure that all their subordinates who are required to work temporarily under special environmental conditions within the work environment are appropriately trained or supervised by a trained person (see 6.2.2b).,en,paragraph,paired,chunk_012_pair_010
p051_b0020,51,6.4.2,6.4.2 污染控制Contamination control,mixed,heading,standalone,chunk_012_pair_011
p051_b0021,51,6.4.2,已受污染、有可能已受污染或易受污染的产品被视为不合格产品，并且应根据形成文,zh,paragraph,paired,chunk_012_pair_012
p051_b0022,51,6.4.2,件的程序予以控制以防止对其它产品、工作环境或人员的污染。,zh,paragraph,paired,chunk_012_pair_012
p051_b0023,51,6.4.2,"As appropriate, the Group shall plan and document arrangements for the control of",en,paragraph,paired,chunk_012_pair_012
p051_b0024,51,6.4.2,contaminated or potentially contaminated product in order to prevent contamination of,en,paragraph,paired,chunk_012_pair_012
p051_b0025,51,6.4.2,"the work environment, personnel, or product.",en,paragraph,paired,chunk_012_pair_012
p051_b0027,51,6.4.2,对于无菌医疗器械，微生物控制要求、微粒污染的要求以及该产品在组装或包装过程,zh,paragraph,paired,chunk_012_pair_013
p051_b0028,51,6.4.2,中需保持的洁净度要求均以与该产品相关的生产文件体现。,zh,paragraph,paired,chunk_012_pair_013
p051_b0029,51,6.4.2,"For sterile medical devices, the organization shall document requirements for control of",en,paragraph,paired,chunk_012_pair_013
p051_b0030,51,6.4.2,contamination with microorganisms or particulate matter and maintain the required,en,paragraph,paired,chunk_012_pair_013
p051_b0031,51,6.4.2,cleanliness during assembly or packaging processes.,en,paragraph,paired,chunk_012_pair_013
p051_b0033,51,6.4.2,6.4.3 辅助程序Supporting Procedures,mixed,header_footer,header_footer,
p051_b0034,51,6.4.2,QSP0711 货仓及生产车间清洁环境管理,mixed,paragraph,unpaired,chunk_012_pair_014
p052_b0001,52,6.4.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p052_b0002,52,6.4.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p052_b0003,52,6.4.2,页次Page No.： 第52页共83页,mixed,paragraph,header_footer,chunk_012_pair_015
p052_b0004,52,6.4.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_012_pair_016
p052_b0006,52,6.4.2,Warehouse and Production Area Cleaning Environment Management,en,paragraph,unpaired,chunk_012_pair_017
p052_b0007,52,6.4.2,QSP0712 洁净车间环境监控,mixed,paragraph,paired,chunk_012_pair_018
p052_b0008,52,6.4.2,Clean Room Environmental Control,en,paragraph,paired,chunk_012_pair_018
p052_b0009,52,6.4.2,QSP0713 灭菌控制,mixed,paragraph,paired,chunk_012_pair_019
p052_b0010,52,6.4.2,Sterilization Control,en,paragraph,paired,chunk_012_pair_019
p053_b0001,53,6.4.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p053_b0002,53,6.4.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p053_b0003,53,6.4.2,页次Page No.： 第53页共83页,mixed,paragraph,header_footer,chunk_012_pair_020
p053_b0004,53,6.4.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_012_pair_021
p053_b0006,53,7.0,7.0 产品实现Product realization,mixed,heading,standalone,chunk_012_pair_022
p053_b0008,53,7.1,7.1 产品实现的策划Planning of product realization,mixed,heading,standalone,chunk_012_pair_023
p053_b0009,53,7.1.1,7.1.1 研发、生产及品质部负责策划和开发各自责任范围的产品实现所需之过程。设计、制,zh,heading,paired,chunk_012_pair_024
p053_b0010,53,7.1.1,造、销售和客户反馈过程，在附件I 过程图中描述。产品实现的策划应与质量管理体,mixed,paragraph,paired,chunk_012_pair_024
p053_b0011,53,7.1.1,系的要求一致。,zh,paragraph,paired,chunk_012_pair_024
p053_b0012,53,7.1.1,"R&D, Production, Marketing, and Quality are responsible to plan and develop the",en,paragraph,paired,chunk_012_pair_024
p053_b0013,53,7.1.1,processes needed for product realization in their responsible areas respectively. The,en,paragraph,paired,chunk_012_pair_024
p053_b0014,53,7.1.1,"processes for design, manufacture, sales and customer feedback, is outlined in the process",en,paragraph,paired,chunk_012_pair_024
p053_b0015,53,7.1.1,diagram Appendix I. Planning of product realization shall be consistent with the,en,paragraph,unpaired,
p053_b0016,53,7.1.1,requirements of the Quality Management System.,en,paragraph,unpaired,
p053_b0017,53,7.1.2,7.1.2 在产品的实验过程中，将风险管理的一个或多个过程形成文件。保留风险管理活动的,zh,heading,paired,chunk_013_pair_001
p053_b0018,53,7.1.2,记录（见4.2.5）,zh,paragraph,paired,chunk_013_pair_001
p053_b0019,53,7.1.2,The Group shall document one or more processes for risk management in product,en,paragraph,paired,chunk_013_pair_001
p053_b0020,53,7.1.2,realization. Records of risk management activities shall be maintained (see 4.2.5).,en,paragraph,paired,chunk_013_pair_001
p053_b0021,53,7.1.3,7.1.3 在对产品实现进行策划时，确定以下方面的适当内容：,zh,heading,paired,chunk_013_pair_002
p053_b0022,53,7.1.3,"In planning product realization, the following are determined as appropriate:",en,paragraph,paired,chunk_013_pair_002
p053_b0023,53,7.1.3,a) 产品的质量目标和要求；,mixed,paragraph,paired,chunk_013_pair_003
p053_b0024,53,7.1.3,Quality Objectives and requirements for the product; b) 针对产品建立过程、文件（见4.2.4）和提供基础设施和工作环境相关资源的需求；,mixed,paragraph,paired,chunk_013_pair_003
p053_b0025,53,7.1.3,"The need to establish processes and documents (see 4.2.4) and to provide resources specific to the product, including infrastructure and work environment; c) 针对产品所要求的验证、确认、监视、测量、检验和试验、处置、贮存、流通和可追",mixed,paragraph,paired,chunk_013_pair_004
p053_b0026,53,7.1.3,溯性活动，以及产品接收准则；,zh,paragraph,paired,chunk_013_pair_004
p053_b0027,53,7.1.3,"Required verification, validation, monitoring, measurement, inspection and test, handling, storage, distribution and traceability activities specific to the product together with the criteria for product acceptance; d) 记录用以证明产品实现的过程和生产的产品符合要求（见4.2.5）。",mixed,paragraph,paired,chunk_013_pair_004
p053_b0028,53,7.1.3,Records are required to provide evidence that the realization processes and product meet,en,paragraph,missing_chinese,chunk_013_pair_005
p053_b0029,53,7.1.3,requirements(see 4.2.5).,en,paragraph,missing_chinese,chunk_013_pair_005
p053_b0030,53,7.1.4,7.1.4 该策划的输出可以是程序/流程图、作业指引、检验指引，及/或规格等。,zh,heading,paired,chunk_013_pair_006
p053_b0031,53,7.1.4,"The output of this planning can be the procedure/ flowchart, work instruction, inspection",en,paragraph,paired,chunk_013_pair_006
p053_b0032,53,7.1.4,"instructions, and/or specifications etc.",en,paragraph,paired,chunk_013_pair_006
p054_b0001,54,7.1.4,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p054_b0002,54,7.1.4,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p054_b0003,54,7.1.4,页次Page No.： 第54页共83页,mixed,paragraph,header_footer,chunk_013_pair_007
p054_b0004,54,7.1.4,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_013_pair_007
p054_b0006,54,7.2,7.2 与顾客有关的过程Customer-related processes,mixed,heading,standalone,chunk_013_pair_008
p054_b0007,54,7.2.1,7.2.1 与产品有关的要求之确定,zh,heading,paired,chunk_013_pair_009
p054_b0008,54,7.2.1,Determination of requirements related to the product 市场部负责主导确定与产品有关的要求。当有需要时，研发/工程部和其它部门须提供 其专门知识协助市场部。,mixed,paragraph,paired,chunk_013_pair_009
p054_b0009,54,7.2.1,"Marketing is responsible for leading the team for the determination of product requirements. When required, R&D/ Engineering and other departments will support the Marketing with their expertise. 应确定以下要求：",mixed,paragraph,standalone,chunk_013_pair_010
p054_b0010,54,7.2.1,The following requirements are required to be determined a) 客户指定的要求，包括对交付及交付后活动的要求；,mixed,paragraph,paired,chunk_013_pair_011
p054_b0011,54,7.2.1,"Requirements specified by the customer, including the requirements for delivery and post- delivery activities； b) 客户没有明示要求，但指定的用途或已知的预期用途所必需的要求；",mixed,paragraph,paired,chunk_013_pair_011
p054_b0012,54,7.2.1,"Requirements not stated by the customer, but necessary for specified use or known intended use, where known; c) 与产品有关的适用的法规要求；",mixed,paragraph,paired,chunk_013_pair_012
p054_b0013,54,7.2.1,Applicable regulatory requirements related to the product; d) 确保医疗器械的特定性能和安全使用所需的任何用户培训；,mixed,paragraph,paired,chunk_013_pair_012
p054_b0014,54,7.2.1,Any user training needed to ensure specified performance and safe use of the medical device; e) 集团公司确定的任何附加要求。,mixed,paragraph,paired,chunk_013_pair_013
p054_b0015,54,7.2.1,Any additional requirements to ensure the customer’s satisfaction as determined by the group.,en,paragraph,paired,chunk_013_pair_013
p054_b0016,54,7.2.2,7.2.2 与产品有关的要求的评审Review of requirements related to the product,mixed,heading,standalone,chunk_013_pair_014
p054_b0017,54,7.2.2,集团公司应在向客户作出提供产品的承诺之前对产品有关的要求进行评审以确保:,zh,paragraph,paired,chunk_013_pair_015
p054_b0018,54,7.2.2,Review the requirements related to the product prior to the Company’s commitment to supply a product to the customer and to ensure that: a) 产品要求得到规定并形成文件；,mixed,paragraph,paired,chunk_013_pair_015
p054_b0019,54,7.2.2,"Product requirements are defined and documented, b) 与以前表述不一致的合同或订单的要求已得到解决；",mixed,paragraph,paired,chunk_013_pair_016
p054_b0020,54,7.2.2,Contract or order requirements differing from those previously expressed are resolved; c) 满足适用法规的要求；,mixed,paragraph,paired,chunk_013_pair_016
p054_b0021,54,7.2.2,Applicable regulatory requirements are met; d) 依照7.2.1 识别的任何用户培训是可获得的或按计划是可获得的,mixed,paragraph,paired,chunk_013_pair_017
p054_b0022,54,7.2.2,Any user training identified in accordance with 7.2.1 is available or planned to be available; e) 集团公司有能力满足规定的要求。,mixed,paragraph,paired,chunk_013_pair_017
p054_b0023,54,7.2.2,The group has the ability to meet the defined requirements.,en,paragraph,missing_chinese,chunk_013_pair_018
p055_b0001,55,7.2.2,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p055_b0002,55,7.2.2,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p055_b0003,55,7.2.2,页次Page No.： 第55页共83页,mixed,paragraph,header_footer,chunk_013_pair_019
p055_b0004,55,7.2.2,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,header_footer,chunk_013_pair_019
p055_b0006,55,7.2.2,评审结果及评审所形成的措施的记录由市场部维持（见4.2.5）。,zh,paragraph,paired,chunk_013_pair_020
p055_b0007,55,7.2.2,Records of the results of the contract review and actions arising from the review are maintained in the Marketing Department (see 4.2.5). 若客户的要求没有形成文件，客户的要求在接受前应由双方确认。,mixed,paragraph,paired,chunk_013_pair_020
